HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2015-12-15 13:33:52.000,2015-12-15 13:33:52.000,2015-12-15 13:34:04.800,SPADES_13,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:34:04.800,2015-12-15 13:34:04.800,2015-12-15 13:34:17.600,SPADES_13,frisbee,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:34:17.600,2015-12-15 13:34:17.600,2015-12-15 13:34:30.400,SPADES_13,bag dominant hand walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:34:30.400,2015-12-15 13:34:30.400,2015-12-15 13:34:43.200,SPADES_13,bag dominant hand walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:34:43.200,2015-12-15 13:34:43.200,2015-12-15 13:34:56.000,SPADES_13,bag dominant hand walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:34:56.000,2015-12-15 13:34:56.000,2015-12-15 13:35:08.800,SPADES_13,bag dominant hand non-dominant hand stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:35:08.800,2015-12-15 13:35:08.800,2015-12-15 13:35:21.600,SPADES_13,bag non-dominant hand stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-12-15 13:35:21.600,2015-12-15 13:35:21.600,2015-12-15 13:35:34.400,SPADES_13,bag non-dominant hand stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-12-15 13:35:34.400,2015-12-15 13:35:34.400,2015-12-15 13:35:47.200,SPADES_13,bag non-dominant hand stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-12-15 13:35:47.200,2015-12-15 13:35:47.200,2015-12-15 13:36:00.000,SPADES_13,bag non-dominant hand stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-12-15 13:36:00.000,2015-12-15 13:36:00.000,2015-12-15 13:36:12.800,SPADES_13,bag non-dominant hand stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:36:12.800,2015-12-15 13:36:12.800,2015-12-15 13:36:25.600,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:36:25.600,2015-12-15 13:36:25.600,2015-12-15 13:36:38.400,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:36:38.400,2015-12-15 13:36:38.400,2015-12-15 13:36:51.200,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:36:51.200,2015-12-15 13:36:51.200,2015-12-15 13:37:04.000,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:37:04.000,2015-12-15 13:37:04.000,2015-12-15 13:37:16.800,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:37:16.800,2015-12-15 13:37:16.800,2015-12-15 13:37:29.600,SPADES_13,lying,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:37:29.600,2015-12-15 13:37:29.600,2015-12-15 13:37:42.400,SPADES_13,lying,Lying on the back,Lying on the back,Lying,Lying,Lying (Sleeping),Lying,Sedentary,Lie-back
2015-12-15 13:37:42.400,2015-12-15 13:37:42.400,2015-12-15 13:37:55.200,SPADES_13,lying,Lying on the back,Lying on the back,Lying,Lying,Lying (Sleeping),Lying,Sedentary,Lie-back
2015-12-15 13:37:55.200,2015-12-15 13:37:55.200,2015-12-15 13:38:08.000,SPADES_13,lying,Lying on the back,Lying on the back,Lying,Lying,Lying (Sleeping),Lying,Sedentary,Lie-back
2015-12-15 13:38:08.000,2015-12-15 13:38:08.000,2015-12-15 13:38:20.800,SPADES_13,lying,Lying on the back,Lying on the back,Lying,Lying,Lying (Sleeping),Lying,Sedentary,Lie-back
2015-12-15 13:38:20.800,2015-12-15 13:38:20.800,2015-12-15 13:38:33.600,SPADES_13,lying sitting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:38:33.600,2015-12-15 13:38:33.600,2015-12-15 13:38:46.400,SPADES_13,sitting,Sitting still,Sitting still,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Sit-still
2015-12-15 13:38:46.400,2015-12-15 13:38:46.400,2015-12-15 13:38:59.200,SPADES_13,sitting,Sitting still,Sitting still,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Sit-still
2015-12-15 13:38:59.200,2015-12-15 13:38:59.200,2015-12-15 13:39:12.000,SPADES_13,lower body movement sitting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:39:12.000,2015-12-15 13:39:12.000,2015-12-15 13:39:24.800,SPADES_13,lower body movement sitting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:39:24.800,2015-12-15 13:39:24.800,2015-12-15 13:39:37.600,SPADES_13,lower body movement reclining sitting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:39:37.600,2015-12-15 13:39:37.600,2015-12-15 13:39:50.400,SPADES_13,reclining,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:39:50.400,2015-12-15 13:39:50.400,2015-12-15 13:40:03.200,SPADES_13,reclining,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:40:03.200,2015-12-15 13:40:03.200,2015-12-15 13:40:16.000,SPADES_13,biking reclining,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:40:16.000,2015-12-15 13:40:16.000,2015-12-15 13:40:28.800,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:40:28.800,2015-12-15 13:40:28.800,2015-12-15 13:40:41.600,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:40:41.600,2015-12-15 13:40:41.600,2015-12-15 13:40:54.400,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:40:54.400,2015-12-15 13:40:54.400,2015-12-15 13:41:07.200,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:41:07.200,2015-12-15 13:41:07.200,2015-12-15 13:41:20.000,SPADES_13,300 kpm/min biking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:41:20.000,2015-12-15 13:41:20.000,2015-12-15 13:41:32.800,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:41:32.800,2015-12-15 13:41:32.800,2015-12-15 13:41:45.600,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:41:45.600,2015-12-15 13:41:45.600,2015-12-15 13:41:58.400,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:41:58.400,2015-12-15 13:41:58.400,2015-12-15 13:42:11.200,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:42:11.200,2015-12-15 13:42:11.200,2015-12-15 13:42:24.000,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:42:24.000,2015-12-15 13:42:24.000,2015-12-15 13:42:36.800,SPADES_13,300 kpm/min biking,Stationary cycle ergometry,Stationary cycle ergometry,Sitting,Biking,Unknown,Biking,Cycling,Cycle-erg
2015-12-15 13:42:36.800,2015-12-15 13:42:36.800,2015-12-15 13:42:49.600,SPADES_13,300 kpm/min biking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:42:49.600,2015-12-15 13:42:49.600,2015-12-15 13:43:02.400,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:43:02.400,2015-12-15 13:43:02.400,2015-12-15 13:43:15.200,SPADES_13,treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:43:15.200,2015-12-15 13:43:15.200,2015-12-15 13:43:28.000,SPADES_13,1 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:43:28.000,2015-12-15 13:43:28.000,2015-12-15 13:43:40.800,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:43:40.800,2015-12-15 13:43:40.800,2015-12-15 13:43:53.600,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:43:53.600,2015-12-15 13:43:53.600,2015-12-15 13:44:06.400,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:44:06.400,2015-12-15 13:44:06.400,2015-12-15 13:44:19.200,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:44:19.200,2015-12-15 13:44:19.200,2015-12-15 13:44:32.000,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:44:32.000,2015-12-15 13:44:32.000,2015-12-15 13:44:44.800,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:44:44.800,2015-12-15 13:44:44.800,2015-12-15 13:44:57.600,SPADES_13,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Unknown,Walking at 1 mph,Ambulation,Walk-1mph
2015-12-15 13:44:57.600,2015-12-15 13:44:57.600,2015-12-15 13:45:10.400,SPADES_13,1 mph 2 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:45:10.400,2015-12-15 13:45:10.400,2015-12-15 13:45:23.200,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:45:23.200,2015-12-15 13:45:23.200,2015-12-15 13:45:36.000,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:45:36.000,2015-12-15 13:45:36.000,2015-12-15 13:45:48.800,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:45:48.800,2015-12-15 13:45:48.800,2015-12-15 13:46:01.600,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:46:01.600,2015-12-15 13:46:01.600,2015-12-15 13:46:14.400,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:46:14.400,2015-12-15 13:46:14.400,2015-12-15 13:46:27.200,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:46:27.200,2015-12-15 13:46:27.200,2015-12-15 13:46:40.000,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:46:40.000,2015-12-15 13:46:40.000,2015-12-15 13:46:52.800,SPADES_13,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Unknown,Walking at 2 mph,Ambulation,Walk-2mph
2015-12-15 13:46:52.800,2015-12-15 13:46:52.800,2015-12-15 13:47:05.600,SPADES_13,2 mph 3 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:47:05.600,2015-12-15 13:47:05.600,2015-12-15 13:47:18.400,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:47:18.400,2015-12-15 13:47:18.400,2015-12-15 13:47:31.200,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:47:31.200,2015-12-15 13:47:31.200,2015-12-15 13:47:44.000,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:47:44.000,2015-12-15 13:47:44.000,2015-12-15 13:47:56.800,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:47:56.800,2015-12-15 13:47:56.800,2015-12-15 13:48:09.600,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:48:09.600,2015-12-15 13:48:09.600,2015-12-15 13:48:22.400,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:48:22.400,2015-12-15 13:48:22.400,2015-12-15 13:48:35.200,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:48:35.200,2015-12-15 13:48:35.200,2015-12-15 13:48:48.000,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:48:48.000,2015-12-15 13:48:48.000,2015-12-15 13:49:00.800,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:49:00.800,2015-12-15 13:49:00.800,2015-12-15 13:49:13.600,SPADES_13,3 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:49:13.600,2015-12-15 13:49:13.600,2015-12-15 13:49:26.400,SPADES_13,3 mph 3.5 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:49:26.400,2015-12-15 13:49:26.400,2015-12-15 13:49:39.200,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:49:39.200,2015-12-15 13:49:39.200,2015-12-15 13:49:52.000,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:49:52.000,2015-12-15 13:49:52.000,2015-12-15 13:50:04.800,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:50:04.800,2015-12-15 13:50:04.800,2015-12-15 13:50:17.600,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:50:17.600,2015-12-15 13:50:17.600,2015-12-15 13:50:30.400,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:50:30.400,2015-12-15 13:50:30.400,2015-12-15 13:50:43.200,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:50:43.200,2015-12-15 13:50:43.200,2015-12-15 13:50:56.000,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:50:56.000,2015-12-15 13:50:56.000,2015-12-15 13:51:08.800,SPADES_13,3.5 mph arms on desk treadmill walking,Level treadmill walking at 3-3.5 mph,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-3/3.5mph
2015-12-15 13:51:08.800,2015-12-15 13:51:08.800,2015-12-15 13:51:21.600,SPADES_13,3.5 mph 5.5 mph 5%grade arms on desk jog/running treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:51:21.600,2015-12-15 13:51:21.600,2015-12-15 13:51:34.400,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:51:34.400,2015-12-15 13:51:34.400,2015-12-15 13:51:47.200,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:51:47.200,2015-12-15 13:51:47.200,2015-12-15 13:52:00.000,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:52:00.000,2015-12-15 13:52:00.000,2015-12-15 13:52:12.800,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:52:12.800,2015-12-15 13:52:12.800,2015-12-15 13:52:25.600,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:52:25.600,2015-12-15 13:52:25.600,2015-12-15 13:52:38.400,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:52:38.400,2015-12-15 13:52:38.400,2015-12-15 13:52:51.200,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:52:51.200,2015-12-15 13:52:51.200,2015-12-15 13:53:04.000,SPADES_13,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation,Running,Ambulation,Run 5.5mph/5%
2015-12-15 13:53:04.000,2015-12-15 13:53:04.000,2015-12-15 13:53:16.800,SPADES_13,5.5 mph 5%grade jog/running treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:53:16.800,2015-12-15 13:53:16.800,2015-12-15 13:53:29.600,SPADES_13,carrying drinking dominant hand treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:53:29.600,2015-12-15 13:53:29.600,2015-12-15 13:53:42.400,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:53:42.400,2015-12-15 13:53:42.400,2015-12-15 13:53:55.200,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:53:55.200,2015-12-15 13:53:55.200,2015-12-15 13:54:08.000,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:54:08.000,2015-12-15 13:54:08.000,2015-12-15 13:54:20.800,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:54:20.800,2015-12-15 13:54:20.800,2015-12-15 13:54:33.600,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:54:33.600,2015-12-15 13:54:33.600,2015-12-15 13:54:46.400,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:54:46.400,2015-12-15 13:54:46.400,2015-12-15 13:54:59.200,SPADES_13,carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-drink
2015-12-15 13:54:59.200,2015-12-15 13:54:59.200,2015-12-15 13:55:12.000,SPADES_13,carrying drinking dominant hand treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:55:12.000,2015-12-15 13:55:12.000,2015-12-15 13:55:24.800,SPADES_13,dominant hand treadmill walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:55:24.800,2015-12-15 13:55:24.800,2015-12-15 13:55:37.600,SPADES_13,bag dominant hand treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:55:37.600,2015-12-15 13:55:37.600,2015-12-15 13:55:50.400,SPADES_13,bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-bag
2015-12-15 13:55:50.400,2015-12-15 13:55:50.400,2015-12-15 13:56:03.200,SPADES_13,bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-bag
2015-12-15 13:56:03.200,2015-12-15 13:56:03.200,2015-12-15 13:56:16.000,SPADES_13,bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-bag
2015-12-15 13:56:16.000,2015-12-15 13:56:16.000,2015-12-15 13:56:28.800,SPADES_13,bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-bag
2015-12-15 13:56:28.800,2015-12-15 13:56:28.800,2015-12-15 13:56:41.600,SPADES_13,bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-bag
2015-12-15 13:56:41.600,2015-12-15 13:56:41.600,2015-12-15 13:56:54.400,SPADES_13,3 mph bag dominant hand phone talking treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
